post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:Application,attribute_data:Application,attribute_default:Application,attribute:Applications,attribute_data:Applications,attribute_default:Applications,"attribute:Bowl Size","attribute_data:Bowl Size","attribute_default:Bowl Size",attribute:Brand,attribute_data:Brand,attribute_default:Brand,"attribute:Brand Name","attribute_data:Brand Name","attribute_default:Brand Name",attribute:Capacity,attribute_data:Capacity,attribute_default:Capacity,attribute:Color,attribute_data:Color,attribute_default:Color,attribute:Colors,attribute_data:Colors,attribute_default:Colors,attribute:Dimension,attribute_data:Dimension,attribute_default:Dimension,attribute:Finish,attribute_data:Finish,attribute_default:Finish,attribute:Group,attribute_data:Group,attribute_default:Group,"attribute:Half Bowl Dimensions","attribute_data:Half Bowl Dimensions","attribute_default:Half Bowl Dimensions","attribute:Inlet Connection Size","attribute_data:Inlet Connection Size","attribute_default:Inlet Connection Size","attribute:Installation Type","attribute_data:Installation Type","attribute_default:Installation Type","attribute:Key Feature","attribute_data:Key Feature","attribute_default:Key Feature",attribute:Material,attribute_data:Material,attribute_default:Material,"attribute:Package Content","attribute_data:Package Content","attribute_default:Package Content","attribute:Package Contents","attribute_data:Package Contents","attribute_default:Package Contents",attribute:Quantity,attribute_data:Quantity,attribute_default:Quantity,"attribute:Room Type","attribute_data:Room Type","attribute_default:Room Type","attribute:Salient Features","attribute_data:Salient Features","attribute_default:Salient Features","attribute:Seating Height","attribute_data:Seating Height","attribute_default:Seating Height","attribute:Shelf Life","attribute_data:Shelf Life","attribute_default:Shelf Life","attribute:Single Bowl Dimensions","attribute_data:Single Bowl Dimensions","attribute_default:Single Bowl Dimensions",attribute:Size,attribute_data:Size,attribute_default:Size,"attribute:Suitable For","attribute_data:Suitable For","attribute_default:Suitable For","attribute:Surface Finish","attribute_data:Surface Finish","attribute_default:Surface Finish",attribute:Thichness,attribute_data:Thichness,attribute_default:Thichness,attribute:Thickness,attribute_data:Thickness,attribute_default:Thickness,"attribute:Trap Size","attribute_data:Trap Size","attribute_default:Trap Size","attribute:Trap Type","attribute_data:Trap Type","attribute_default:Trap Type",attribute:Type,attribute_data:Type,attribute_default:Type,attribute:Warranty,attribute_data:Warranty,attribute_default:Warranty,attribute:Weight,attribute_data:Weight,attribute_default:Weight,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material
"Agate Pro Bib Cock with Aerator - G3304A1",agate-pro-bib-cock-with-aerator-g3304a1,,8384,,,publish,,0,"2021-06-03 16:04:47",1,open,G3304A1,,,no,no,19,1410,1199,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/G3304A1.jpg ! alt :  ! title : G3304A1.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/agate-pro-bib-cock-with-aerator-g3304a1/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Parryware,4|1|0,,,,,,,,,,,,,,"Chrome Finish",3|1|0,,,,,,,,,,,,,,,,,Brass,0|1|0,,"One Bib Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 Years",1|1|0,,,,,,,
"CSC Upper Trim Agate - G3351A1",csc-upper-trim-agate-g3351a1,,8386,,,publish,,0,"2021-06-03 16:04:53",1,open,G3351A1,,,no,no,14,520,442,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/G3351A1.jpg ! alt :  ! title : G3351A1.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/csc-upper-trim-agate-g3351a1/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Parryware,4|1|0,,,,,,,,,,,,,,"Chrome Finish",3|1|0,,,,,,,,,,,,,,,,,Brass,0|1|0,,"One Upper Trim",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 Years",1|1|0,,,,,,,
"Agate Pro Two Way Bib Cock with Aerator - G3334A1",agate-pro-two-way-bib-cock-with-aerator-g3334a1,,8388,,,publish,,0,"2021-06-03 16:04:59",1,open,G3334A1,,,no,no,17,2010,1709,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/G3334A1.png ! alt :  ! title : G3334A1.png ! desc :  ! caption : ",,https://shop.abchauz.com/product/agate-pro-two-way-bib-cock-with-aerator-g3334a1/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Parryware,4|1|0,,,,,,,,,,,,,,"Chrome Finish",3|1|0,,,,,,,,,,,,,,,,,Brass,0|1|0,,"One Bib Cock (2 Way)",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 Years",1|1|0,,,,,,,
"Agate Pro Sink Cock - G3321A1",agate-pro-sink-cock-g3321a1,,8390,,,publish,,0,"2021-06-03 16:05:05",1,open,G3321A1,,,no,no,1,2060,1751,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/G3321A1.jpg ! alt :  ! title : G3321A1.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/agate-pro-sink-cock-g3321a1/,simple,,"Kitchen > Kitchen Mixers/Faucets",,,,,,,,,,,,,,,Parryware,4|1|0,,,,,,,,,,,,,,"Chrome Finish",3|1|0,,,,,,,,,,,,,,,,,Brass,0|1|0,,"One Sink Cock",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 Years",1|1|0,,,,,,,
"Agate Pro Pillar Cock with Aerator - G3302A1",agate-pro-pillar-cock-with-aerator-g3302a1,,8392,,,publish,,0,"2021-06-03 16:05:11",1,open,G3302A1,,,no,no,31,1410,1199,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/G3302A1.jpg ! alt :  ! title : G3302A1.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/agate-pro-pillar-cock-with-aerator-g3302a1/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Parryware,4|1|0,,,,,,,,,,,,,,"Chrome Finish",3|1|0,,,,,,,,,,,,,,,,,Brass,0|1|0,,"One Pillar Tap",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 Years",1|1|0,,,,,,,
"Claret Long Body Bib Cock - T4606A1",claret-long-body-bib-cock-t4606a1,,8394,,,publish,,0,"2021-06-03 16:05:17",1,open,T4606A1,,,no,no,6,1010,859,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/T4606A1.jpg ! alt :  ! title : T4606A1.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/claret-long-body-bib-cock-t4606a1/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Parryware,4|1|0,,,,,,,,,,,,,,"Chrome Finish",3|1|0,,,,,,,,,,,,,,,,,Brass,0|1|0,,"One Bib Cock (Long Body)",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 Years",1|1|0,,,,,,,
"Claret Wall Mixer Non Telephonic - T4641A1",claret-wall-mixer-non-telephonic-t4641a1,,8396,,,publish,,0,"2021-06-03 16:05:23",1,open,T4641A1,,,no,no,4,2730,2321,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/T4641A1.jpg ! alt :  ! title : T4641A1.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/claret-wall-mixer-non-telephonic-t4641a1/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Parryware,4|1|0,,,,,,,,,,,,,,"Chrome Finish",3|1|0,,,,,,,,,,,,,,,,,Brass,0|1|0,,"One Wall Mixer",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 Years",1|1|0,,,,,,,
"Claret Baths pout without Diverter - T4628A1",claret-baths-pout-without-diverter-t4628a1,,8398,,,publish,,0,"2021-06-03 16:05:30",1,open,T4628A1,,,no,no,13,1040,884,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/T4628A1.jpg ! alt :  ! title : T4628A1.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/claret-baths-pout-without-diverter-t4628a1/,simple,,"Taps &amp; Mixers",,,,,,,,,,,,,,,Parryware,4|1|0,,,,,,,,,,,,,,"Chrome Finish",3|1|0,,,,,,,,,,,,,,,,,Brass,0|1|0,,"One Bath Spout without Diverter",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 Years",1|1|0,,,,,,,
"Claret Two Way Angle Valve - T4643A1",claret-two-way-angle-valve-t4643a1,,8400,,,publish,,0,"2021-06-03 16:05:35",1,open,T4643A1,,,no,no,2,1310,1114,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/T4643A1.jpg ! alt :  ! title : T4643A1.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/claret-two-way-angle-valve-t4643a1/,simple,,"Bathroom > Accessories > Angle Cock/Stop Cock",,,,,,,,,,,,Parryware,3|1|0,,,,,,,,,,,,,,,,,Chrome,1|1|0,,Accessories,5|0|0,,,,,,,,,,,,,,Brass,0|1|0,,"Angle Valve (2 way) Only",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 Years",4|1|0,,,,,,,
"Overhead Shower with Arm (100mm) - T9808A1",overhead-shower-with-arm-100mm-t9808a1,,8402,,,publish,,0,"2021-06-03 16:05:42",1,open,T9808A1,,,no,no,28,880,748,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/T9808A1.jpg ! alt :  ! title : T9808A1.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/overhead-shower-with-arm-100mm-t9808a1/,simple,,"Bathroom > Showers",,,,,,,,,,,,,,,Parryware,3|1|0,,,,,,,,,,,,,,Chrome,1|1|0,,,,,,,,,,,,,,,,,Brass,0|1|0,,"One Shower with Arm",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Single Flow Overhead Shower with Arm & Wall Flange - T9927A1",single-flow-overhead-shower-with-arm-wall-flange-t9927a1,,8404,,,publish,,0,"2021-06-03 16:05:48",1,open,T9927A1,,,no,no,8,1160,986,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/T9927A1.jpg ! alt :  ! title : T9927A1.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/single-flow-overhead-shower-with-arm-wall-flange-t9927a1/,simple,featured,"Bathroom > Showers",,,,,,,,,,,,,,,Parryware,3|1|0,,,,,,,,,,,,,,Chrome,1|1|0,,,,,,,,,,,,,,,,,Brass,0|1|0,,"One Shower with Arm and Wall Flange",2|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Slimline Health Faucet with SS Hose & Hook - T9940A1",slimline-health-faucet-with-ss-hose-hook-t9940a1,,8406,,,publish,,0,"2021-06-03 16:05:53",1,open,T9940A1,,,no,no,13,890,757,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/T9940-A1-2.jpg ! alt :  ! title : T9940-A1-2.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/slimline-health-faucet-with-ss-hose-hook-t9940a1/,simple,,"Bathroom > Health Faucet",,,,,,,,,,,,Parryware,2|1|0,,Parryware,4|1|0,,,,,,,,,,,,,,"Chrome Finish",1|1|0,,,,,,,,,,,,,,,,,Brass,0|1|0,,"One Health Faucet with Hose & Hook",3|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Euclid Health Faucet with Hose & Hook - T9962A1",euclid-health-faucet-with-hose-hook-t9962a1,,8408,,,publish,,0,"2021-06-03 16:05:59",1,open,T9962A1,,,no,no,34,1060,901,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/T9962A1.jpg ! alt :  ! title : T9962A1.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/euclid-health-faucet-with-hose-hook-t9962a1/,simple,,"Bathroom > Health Faucet",,,,,,,,,,,,Parryware,2|1|0,,Parryware,4|1|0,,,,,,,,,,,,,,"Chrome Finish",1|1|0,,,,,,,,,,,,,,,,,Brass,0|1|0,,"One Health Faucet with Hose & Hook",3|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Refresh Health Faucet with Hose & Hook - T9807A1",refresh-health-faucet-with-hose-hook-t9807a1,,8410,,,publish,,0,"2021-06-03 16:06:05",1,open,T9807A1,,,no,no,10,1010,859,,,,,,,instock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/T9807A1.jpg ! alt :  ! title : T9807A1.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/refresh-health-faucet-with-hose-hook-t9807a1/,simple,,"Bathroom > Health Faucet",,,,,,,,,,,,Parryware,2|1|0,,Parryware,4|1|0,,,,,,,,,,,,,,"Chrome Finish",1|1|0,,,,,,,,,,,,,,,,,Brass,0|1|0,,"One Health Faucet with Hose & Hook",3|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"One Piece Toilet - Dream (S-Trap)",single-piece-closet-dream-s-trap,,9473,,,publish,,0,"2021-06-23 16:16:56",1,open,SNTSPCDRM-S,,,no,no,0,14285,12142,,660,370,746,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Dream.jpg ! alt :  ! title : Dream.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/single-piece-closet-dream-s-trap/,simple,outofstock,"Bathroom > Toilet > One Piece Toilet",,,,,,,,,,,,Sonet,5|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,7|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"One Piece Toilet Only",6|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300 mm",3|1|0,,S-Trap,2|1|0,,,,,"7 Years",4|1|0,,,,,,,
"One Piece Toilet - Duster",single-piece-closet-duster,,9475,,,publish,,0,"2021-06-23 16:16:56",1,open,SNTSPCDUSTR,,,no,no,0,12570,10685,,675,350,725,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Duster-P-S.jpg ! alt :  ! title : Duster-P-S.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/single-piece-closet-duster/,simple,outofstock,"Bathroom > Toilet > One Piece Toilet",,,,,,,,,,,,Sonet,5|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,7|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"One Piece Toilet Only",6|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"230 mm",3|1|0,,S-Trap,2|1|0,,,,,"7 Years",4|1|0,,,,,,,
"One Piece Toilet - Cruze",single-piece-closet-cruze,,9476,,,publish,,0,"2021-06-23 16:16:56",1,open,SNTSPCCRUZ,,,no,no,0,14285,12142,,640,350,725,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Cruze.jpg ! alt :  ! title : Cruze.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/single-piece-closet-cruze/,simple,outofstock,"Bathroom > Toilet > One Piece Toilet",,,,,,,,,,,,Sonet,5|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,7|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"One Piece Toilet Only",6|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"230 mm",3|1|0,,S-Trap,2|1|0,,,,,"7 Years",4|1|0,,,,,,,
"One Piece Toilet - Grand",single-piece-closet-grand,,9478,,,publish,,0,"2021-06-23 16:16:57",1,open,SNTSPCGRND,,,no,no,0,12570,10685,,685,355,725,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Grand.jpg ! alt :  ! title : Grand.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/single-piece-closet-grand/,simple,outofstock,"Bathroom > Toilet > One Piece Toilet",,,,,,,,,,,,Sonet,4|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,6|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"One Piece Toilet Only",5|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|1|0,,,,,,,,"7 Years",3|1|0,,,,,,,
"One Piece Toilet - Winger",single-piece-closet-winger,,9479,,,publish,,0,"2021-06-23 16:16:57",1,open,SNTSPCWNGR,,,no,no,0,9715,8258,,645,350,700,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Winger.jpg ! alt :  ! title : Winger.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/single-piece-closet-winger/,simple,outofstock,"Bathroom > Toilet > One Piece Toilet",,,,,,,,,,,,Sonet,4|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,6|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"One Piece Toilet Only",5|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|1|0,,,,,,,,"7 Years",3|1|0,,,,,,,
"Wall Hung Toilet - Commander",wall-hung-closet-commander,,9480,,,publish,,0,"2021-06-23 16:16:57",1,open,SNTWHCCOMNDR,,,no,no,0,8430,7166,,520,370,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Commander.jpg ! alt :  ! title : Commander.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-closet-commander/,simple,outofstock,"Bathroom > Toilet > Wall Hung Toilet",,,,,,,,,,,,Sonet,3|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,5|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"Wall Hung Toilet Only",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",2|1|0,,,,,,,
"Wall Hung Toilet - Crown",wall-hung-closet-crown,,9481,,,publish,,0,"2021-06-23 16:16:57",1,open,SNTWHCCRWN,,,no,no,0,7715,6558,,500,350,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Crown.jpg ! alt :  ! title : Crown.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-closet-crown/,simple,outofstock,"Bathroom > Toilet > Wall Hung Toilet",,,,,,,,,,,,Sonet,3|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,5|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"Wall Hung Toilet Only",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",2|1|0,,,,,,,
"Wall Hung Toilet - Casio",wall-hung-closet-casio,,9482,,,publish,,0,"2021-06-23 16:16:57",1,open,SNTWHCCASIO,,,no,no,0,7715,6558,,505,355,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Casio.jpg ! alt :  ! title : Casio.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-closet-casio/,simple,outofstock,"Bathroom > Toilet > Wall Hung Toilet",,,,,,,,,,,,Sonet,3|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,5|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"Wall Hung Toilet Only",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",2|1|0,,,,,,,
"Wall Hung Toilet - Carla",wall-hung-closet-carla,,9483,,,publish,,0,"2021-06-23 16:16:58",1,open,SNTWHCCARLA,,,no,no,0,6285,5342,,505,365,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Carla.jpg ! alt :  ! title : Carla.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-closet-carla/,simple,outofstock,"Bathroom > Toilet > Wall Hung Toilet",,,,,,,,,,,,Sonet,3|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,5|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"Wall Hung Toilet Only",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",2|1|0,,,,,,,
"Wall Hung Toilet - Comlex",wall-hung-closet-comlex,,9484,,,publish,,0,"2021-06-23 16:16:58",1,open,SNTWHCCOMLEX,,,no,no,0,7715,6558,,505,345,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Comiex.jpg ! alt :  ! title : Comiex.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-closet-comlex/,simple,outofstock,"Bathroom > Toilet > Wall Hung Toilet",,,,,,,,,,,,Sonet,3|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,5|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"Wall Hung Toilet Only",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",2|1|0,,,,,,,
"Wall Hung Toilet - Croma",wall-hung-closet-croma,,9485,,,publish,,0,"2021-06-23 16:16:58",1,open,SNTWHCCROMA,,,no,no,0,7715,6558,,480,345,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Croma-4.jpg ! alt :  ! title : Croma-4.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-closet-croma/,simple,outofstock,"Bathroom > Toilet > Wall Hung Toilet",,,,,,,,,,,,Sonet,3|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,5|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"Wall Hung Toilet Only",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",2|1|0,,,,,,,
"Wall Hung Toilet - Crenza",wall-hung-closet-crenza,,9486,,,publish,,0,"2021-06-23 16:16:58",1,open,SNTWHCCRENZA,,,no,no,0,7715,6558,,505,355,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Crenza.jpg ! alt :  ! title : Crenza.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-closet-crenza/,simple,outofstock,"Bathroom > Toilet > Wall Hung Toilet",,,,,,,,,,,,Sonet,3|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,5|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"Wall Hung Toilet Only",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",2|1|0,,,,,,,
"Wall Hung Toilet - Wipro",wall-hung-closet-wipro,,9487,,,publish,,0,"2021-06-23 16:16:58",1,open,SNTWHCWIPRO,,,no,no,0,5145,4373,,535,360,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Vipro.jpg ! alt :  ! title : Vipro.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-closet-wipro/,simple,outofstock,"Bathroom > Toilet > Wall Hung Toilet",,,,,,,,,,,,Sonet,3|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,5|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"Wall Hung Toilet Only",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",2|1|0,,,,,,,
"Wall Hung Toilet - Normus",wall-hung-closet-normus,,9488,,,publish,,0,"2021-06-23 16:16:58",1,open,SNTWHCNORMUS,,,no,no,0,5145,4373,,530,370,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Normus.jpg ! alt :  ! title : Normus.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-closet-normus/,simple,outofstock,"Bathroom > Toilet > Wall Hung Toilet",,,,,,,,,,,,Sonet,3|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,5|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"Wall Hung Toilet Only",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",2|1|0,,,,,,,
"Wall Hung Toilet - Mega",wall-hung-closet-mega,,9489,,,publish,,0,"2021-06-23 16:16:59",1,open,SNTWHCMEGA,,,no,no,0,4715,4008,,480,355,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Mega.jpg ! alt :  ! title : Mega.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-closet-mega/,simple,outofstock,"Bathroom > Toilet > Wall Hung Toilet",,,,,,,,,,,,Sonet,3|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,5|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"Wall Hung Toilet Only",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",2|1|0,,,,,,,
"Wall Hung Toilet - Pyramid",wall-hung-closet-pyramid,,9490,,,publish,,0,"2021-06-23 16:16:59",1,open,SNTWHCPYRAMID,,,no,no,0,13715,11658,,535,380,,,,outofstock,no,no,,yes,taxable,,,,,,0,0,,,"https://shop.abchauz.com/wp-content/uploads/2021/06/Pyramid.jpg ! alt :  ! title : Pyramid.jpg ! desc :  ! caption : ",,https://shop.abchauz.com/product/wall-hung-closet-pyramid/,simple,outofstock,"Bathroom > Toilet > Wall Hung Toilet",,,,,,,,,,,,Sonet,3|1|0,,,,,,,,White,1|1|0,,,,,,,,,,,Toilet,5|0|0,,,,,,,,,,,,,,Ceramic,0|1|0,,"Wall Hung Toilet Only",4|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Years",2|1|0,,,,,,,
